author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1092580277958860800,2022-03-26 01:42:32+00:00, ,1507533427863547905,en,1,0,2,0,Twitter Web App,"@Jazz_BerryJam i dont know that the undercut is actually canon beyond concept art, but i like it so i always draw it anyway ✌️ it's great"
842650039558131713,2022-03-26 01:42:24+00:00, ,1507533395575799813,en,2,0,0,0,Twitter for Android,"@Poxxers @emilyrosewindy I dont know why you think something going on, looks normal to me."
1340264539967778817,2022-03-26 01:42:22+00:00, ,1507533385681436674,en,1,0,1,0,Twitter for iPhone,@nonbinarynerd36 pls omf i dont know how or why but this is you if you were a plushie look at how mf cute
1262081987885621252,2022-03-26 01:42:15+00:00, ,1507533357382520843,en,1,0,1,0,Twitter for Android,@meldaottosbvrn I DONT KNOW WHY PEOPLE ARE SEEING GAR BUT I LOVE IT
1471434162028433411,2022-03-26 01:41:57+00:00, ,1507533279754293249,en,0,0,1,0,Twitter for Android,@dither87 @BriennaElska @BladeGreaver Huh? I dont know whatcha mean by that. But lemme know
1397287362594476032,2022-03-26 01:41:50+00:00, ,1507533253808476161,en,0,0,1,0,Twitter Web App,@realaxolanime i dont know why i like meggy
1506779897414443009,2022-03-26 01:41:44+00:00, ,1507533226859970566,en,0,0,0,0,Twitter for Android,And use your brain people! What does the word Patient mean?? Oh my God! Don't think about it but we ARE NOT PATIENT...PATIENTS OR NOTHING OF ANY SORT...HUH BUBBA S.T. WE ARE NOT PATIENT BUT WE R VIRTUOUS! WAIT WHATS A VIRTUE??? LOL I DONT KNOW MOM SAID IT
1039894596384432129,2022-03-26 01:41:33+00:00, ,1507533180588408838,en,4,0,0,0,Twitter Web App,respectfully i dont know how every assignment in my education class has to be about multiculturalism
1131293068701962244,2022-03-26 01:41:32+00:00, ,1507533175202983943,en,1,0,0,0,Twitter for iPhone,@Ron67592179 Right?  Because even an “i dont know” would have made more sense
1500559997549252609,2022-03-26 01:41:20+00:00, ,1507533125307416576,en,1,0,0,0,Twitter for iPhone,@kaerobinee /.I DONT KNOW  WHAT COUKDHAVE STARTED THID  IM  HOLDING BACK  UGLY LAUGHTER
1427781099321794564,2022-03-26 01:40:52+00:00, ,1507533006520651778,en,0,0,0,0,Twitter Web App,@MissDemeanour_ i dont know nut i com on your pussy
